name,종류,address,rating,review_count,전화번호,영업시간,description,latitude,longitude
우암사적공원,역사명소,대전 동구 충정로 53,4.4,834,정보 없음,정보 없음,"우암사적공원은 대전광역시 동구 가양동에 위치한 역사적 명소로, 조선시대의 유명한 학자이자 정치가인 우암 송시열 선생을 기리기 위해 조성된 공원입니다. 이곳은 송시열 선생의 삶과 업적을 되새길 수 있는 다양한 사적지와 기념물들을 보유하고 있으며, 한국의 전통문화를 체험할 수 있는 공간으로도 잘 알려져 있습니다.

공원 내에는 송시열 선생이 강학하던 덕암서원과 그의 유물들이 전시되어 있는 사당이 있습니다. 또한, 송시열 선생의 정신과 철학을 이해할 수 있는 다양한 해설 자료와 안내판이 마련되어 있어 방문객들이 그의 사상을 깊이 이해할 수 있도록 돕습니다.

우암사적공원은 단순히 역사적 의미만 있는 것이 아니라, 아름다운 자연경관을 자랑하는 산책로와 정자, 연못 등도 갖추고 있어 시민들이 휴식을 취하기에도 좋은 장소입니다. 특히, 봄과 가을에는 공원의 자연이 만들어내는 아름다운 풍경을 감상할 수 있어 많은 관광객들이 찾곤 합니다.

이곳을 방문하면 조선시대의 역사와 문화를 체험하며, 아름다운 자연 속에서 휴식을 취할 수 있는 특별한 경험을 할 수 있을 것입니다. 우암사적공원은 대전의 역사적, 문화적 가치를 느끼고 싶다면 꼭 방문해야 할 명소입니다.",36.3483423,127.4591986
문충사,역사명소,대전 동구 동부로73번길 44,4.0,27,042-270-8691,정보 없음,"문충사는 대전광역시 대덕구에 위치한 사찰로, 한국 불교의 전통과 역사를 느낄 수 있는 조용하고 평화로운 장소입니다. 이 사찰은 자연 속에 자리 잡고 있어 방문객들에게 도시의 번잡함에서 벗어나 마음의 안식을 찾을 수 있는 기회를 제공합니다.

문충사는 특히 아름다운 자연 경관으로 유명합니다. 사찰 주변으로는 울창한 숲과 맑은 계곡이 펼쳐져 있어, 사계절 내내 다양한 자연의 아름다움을 감상할 수 있습니다. 봄에는 벚꽃과 철쭉이, 가을에는 단풍이 사찰을 둘러싸며, 계절마다 색다른 매력을 선사합니다.

또한, 문충사에서는 전통 불교 문화와 관련된 다양한 체험 프로그램이 제공되기도 합니다. 예를 들어, 템플스테이 프로그램을 통해 불교의 가르침을 배우고 명상을 통해 마음의 평화를 찾을 수 있습니다. 이러한 프로그램들은 내국인뿐만 아니라 외국인 관광객들에게도 큰 인기를 끌고 있습니다.

문충사를 방문할 때는 조용한 사찰의 분위기를 존중하며, 경내에서의 에티켓을 지키는 것이 중요합니다. 사찰을 둘러보는 동안에는 불교 문화에 대한 이해를 높이고, 자연과의 조화를 느끼는 시간을 가져보세요. 대전 여행 중 마음의 휴식을 취하고 싶다면 문충사는 꼭 방문해볼 만한 명소입니다.",36.3483423,127.4591986
송애당,역사명소,대전 대덕구 계족산로17번길 60,3.8,52,042-543-1811,정보 없음,"송애당은 대전광역시에 위치한 전통 한옥 스타일의 고택으로, 한국의 역사와 문화에 관심이 있는 여행자들에게 특별한 경험을 제공합니다. 이곳은 조선시대의 전통 건축 양식을 잘 보존하고 있어, 방문객들은 한국의 옛 생활 양식을 직접 체험할 수 있습니다.

송애당은 고요하고 평화로운 환경에 자리 잡고 있어, 도심의 번잡함을 벗어나 휴식을 취하기에 이상적입니다. 고택 주변에는 아름다운 정원이 조성되어 있어 산책하기에 좋으며, 계절마다 다른 매력을 선사합니다. 또한, 이곳에서는 전통 다도 체험, 한복 입기 체험 등 다양한 문화 프로그램이 제공되어 한국 전통 문화를 깊이 있게 즐길 수 있습니다.

송애당은 대전의 주요 관광지와도 가까워, 대전을 여행하는 동안 쉽게 방문할 수 있는 장점이 있습니다. 이곳은 가족, 친구 또는 연인과 함께 방문하기에 좋은 장소일 뿐만 아니라, 혼자서도 충분히 즐길 수 있는 매력을 가지고 있습니다. 송애당을 방문하면 과거와 현재가 조화롭게 어우러진 특별한 시간을 경험하게 될 것입니다.",36.3247369,127.4601418
쌍청당,역사명소,대전 대덕구 쌍청당로 17,3.6,14,010-4799-1324,정보 없음,"쌍청당은 대전광역시에 위치한 역사적으로 중요한 건축물로, 조선시대의 건축 양식을 잘 보여주는 곳입니다. 이곳은 조선 중기의 문신이자 학자인 송시열의 후손들이 세운 재실로, 그들의 학문과 유교적 가치를 보존하기 위한 공간이었습니다. 쌍청당이라는 이름은 '두 개의 푸른 집'이라는 의미로, 자연과 조화를 이룬 전통 한옥의 아름다움을 느낄 수 있습니다.

쌍청당은 주변의 경관이 아름다워, 자연 속에서 산책을 즐기기에 좋습니다. 특히 봄과 가을에는 주변의 나무들이 화려한 색을 자랑하며, 방문객들에게 평화로운 분위기를 제공합니다. 또한, 이곳에서는 전통 건축물의 아름다움과 함께 한국의 역사와 문화를 깊이 있게 체험할 수 있는 기회를 제공합니다.

대전의 다른 현대적인 명소와 달리, 쌍청당은 고요하고 차분한 분위기를 즐길 수 있는 장소로, 역사에 관심이 있는 여행자들에게 특히 추천할 만합니다. 방문객들은 이곳에서 한국의 전통적인 미와 정서를 느끼며, 과거로의 시간 여행을 경험할 수 있을 것입니다.",36.3646242,127.433017
진잠향교대성전,역사명소,대전 유성구 교촌로 67,4.0,22,정보 없음,정보 없음,"진잠향교대성전은 대전광역시 유성구 진잠동에 위치한 유서 깊은 교육기관입니다. 조선시대에 설립된 향교는 지방의 교육과 유교 사상의 보급을 담당하던 중요한 기관이었습니다. 대성전은 이러한 향교의 중심 건물로, 공자와 여러 유학자들의 위패를 모셔 놓아 제사를 지내는 곳입니다.

진잠향교대성전은 한국 전통 건축양식을 잘 보존하고 있으며, 방문객들은 이곳에서 전통적인 건축미를 감상할 수 있습니다. 대성전은 목조 건물로, 지붕의 곡선과 단청의 화려함이 특징입니다. 이곳에서는 종종 전통 제례 행사나 교육 프로그램이 열리기도 하여, 한국의 유교 문화와 전통을 체험할 수 있는 기회를 제공합니다.

방문 시, 주변의 고즈넉한 자연 경관과 함께 산책을 즐기며 역사적인 분위기를 만끽할 수 있습니다. 진잠향교대성전은 대전 지역의 중요한 문화유산으로, 한국의 전통과 역사를 이해하는 데 큰 도움이 되는 장소입니다.",36.3637258,127.4344986
숭현서원,역사명소,대전 유성구 엑스포로251번길 36,4.0,22,042-861-0409,정보 없음,"숭현서원은 대전광역시 동구에 위치한 유서 깊은 서원으로, 조선시대의 유학 교육과 선비 정신을 엿볼 수 있는 중요한 문화재입니다. 이 서원은 1542년에 처음 설립된 후 여러 차례의 소실과 재건을 거쳐 오늘날까지 이어져 오고 있습니다. 숭현서원은 주로 조선 시대의 학자와 충신들을 모시고 제사를 지내며, 학문을 연구하던 교육기관으로 사용되었습니다.

서원 내에는 강당, 사당, 동재와 서재 등의 건축물들이 잘 보존되어 있어 당시의 건축 양식과 배치를 직접 눈으로 확인할 수 있습니다. 특히, 숭현서원은 아름다운 자연경관 속에 자리 잡고 있어 역사적 의미뿐만 아니라 자연과의 조화로운 풍경을 즐길 수 있는 장소이기도 합니다.

매년 다양한 전통 행사와 교육 프로그램이 개최되어 지역 주민과 관광객들에게 조선 시대의 문화와 역사를 체험할 기회를 제공합니다. 방문객들은 이곳에서 조용한 산책을 즐기며, 한국의 전통 교육과 유교 문화에 대해 깊이 있는 이해를 얻을 수 있습니다. 숭현서원은 대전의 역사와 문화를 탐방하고자 하는 여행자들에게 꼭 추천할 만한 장소입니다.",36.3038043,127.3152992
수운교천단,역사명소,대전 유성구 자운로245번길 80,4.4,104,정보 없음,정보 없음,"수운교천단은 대전에 위치한 독특한 종교적 장소로, 수운교라는 한국의 신흥 종교와 관련이 있습니다. 수운교는 20세기 초에 창시된 종교로, 한국 전통 사상과 독자적인 철학을 결합하여 현대적인 해석을 시도하는 종교입니다. 천단은 하늘에 제사를 지내는 곳을 의미하며, 수운교천단은 이러한 종교적 의식이 이루어지는 중심지 중 하나입니다.

방문객들은 이곳에서 수운교의 교리와 전통을 체험할 수 있으며, 종교적 건축물과 예술적 요소를 감상할 수 있습니다. 천단의 구조는 전통적인 한국 건축 양식을 따르면서도 독특한 현대적 요소가 가미되어 있어 흥미로운 시각적 경험을 제공합니다. 이곳을 방문하면 수운교의 역사와 발전 과정에 대한 깊이 있는 이해를 얻을 수 있으며, 종교적이든 문화적이든 다양한 관점에서 한국의 신흥 종교문화를 탐구할 수 있는 기회를 얻게 됩니다.

또한, 수운교천단 주변은 자연경관이 아름다워 산책이나 명상하기 좋은 장소로도 알려져 있습니다. 대전 방문 시, 전통과 현대가 조화롭게 어우러진 한국의 종교 문화를 경험하고 싶다면, 수운교천단은 꼭 방문해볼 만한 가치가 있는 장소입니다.",36.3802493,127.4031164
미륵원,역사명소,대전 동구 마산동 135-2,3.7,3,042-861-1771,정보 없음,"미륵원은 대전에 위치한 사찰로, 고요하고 평화로운 분위기를 자랑하는 곳입니다. 이 사찰은 전통적인 한국 불교의 건축 양식을 잘 보여주며, 아름다운 자연 경관과 어우러져 방문객들에게 마음의 평안을 제공합니다. 대전 도심에서 가까운 거리에 위치해 있어 도심 속에서 잠시 벗어나 정신적인 휴식을 취하기에 적합한 장소입니다.

미륵원은 특히 사계절마다 다른 매력을 선사합니다. 봄에는 화사한 꽃들이 만개하고, 여름에는 푸른 잎사귀들로 가득 차며, 가을에는 단풍이 물들고, 겨울에는 고요한 설경을 감상할 수 있습니다. 사찰 내에는 다양한 불상과 탑이 있어 불교 문화에 관심이 있는 분들에게도 유익한 방문이 될 것입니다.

또한, 미륵원은 다양한 명상 프로그램과 템플스테이를 제공하여 현대 생활에서 벗어나 자신의 내면을 돌아보고 싶은 사람들에게 좋은 기회를 제공합니다. 이곳에서의 경험은 일상에서 지친 마음을 치유하고 새로운 에너지를 얻는 데 큰 도움이 될 것입니다. 방문하신다면 조용히 산책하며 자연과 문화의 조화를 느껴보는 것을 추천드립니다.",36.4210804,127.3421401
조선의 정원서재 송시열의 남간정사,역사명소,대전 동구 충정로 53,4.1,69,042-256-3002,정보 없음,"남간정사는 조선시대의 유명한 유학자 송시열(1607-1689)이 머물며 학문을 닦고 제자들을 가르쳤던 곳으로, 대전광역시 동구 하소동에 위치하고 있습니다. 이곳은 송시열이 만년에 자연과 함께 휴식하며 학문에 정진하기 위해 지은 서재로, 조선시대 선비들의 생활과 학문적 분위기를 엿볼 수 있는 중요한 문화유산입니다.

남간정사는 전통 한옥 건축 양식을 잘 보여주는 건물로, 자연과 조화롭게 설계되어 주변 경관과 어우러진 아름다움을 자랑합니다. 정사 주변의 소나무 숲과 계곡은 한적하고 평화로운 분위기를 자아내어 방문객들에게 조용한 사색의 시간을 제공합니다.

또한, 남간정사는 송시열의 제자들이 학문을 토론하고 연구했던 중요한 장소로, 조선시대 유학의 중심지 중 하나였습니다. 이곳을 방문하면 송시열의 학문적 업적과 그가 남긴 유산에 대해 깊이 이해할 수 있는 기회를 얻게 됩니다. 남간정사에는 송시열의 후손들과 관련된 다양한 역사적 자료와 유물이 보존되어 있어, 역사와 문화를 사랑하는 여행자에게 흥미로운 방문지가 될 것입니다.

대전을 방문하는 여행자에게 남간정사는 조선시대의 유교 문화와 교육의 중심지를 탐방할 수 있는 기회를 제공하며, 전통 건축물과 자연이 어우러진 아름다움을 감상할 수 있는 특별한 장소입니다.",36.3869635,127.4919007
옛 대전형무소,역사명소,대전 중구 중촌동 16-11,3.6,22,정보 없음,정보 없음,"옛 대전형무소는 한국 근대사와 관련된 중요한 역사적 장소로, 대전광역시 중구에 위치해 있습니다. 이곳은 일제강점기인 1919년에 개소되어 해방 이후에도 사용되었던 교도소로, 한국의 격동기를 거치면서 많은 역사적 사건과 인물들이 얽혀 있는 장소입니다. 

대전형무소는 한국전쟁 시기에도 많은 이들이 수감되었던 곳으로, 특히 전쟁 중에 발생한 민간인 학살 사건과 관련이 깊습니다. 당시 수감자 중 상당수가 재판 없이 처형되었고, 이로 인해 지금도 많은 사람들이 이곳을 찾습니다.

현재는 교도소로서의 기능은 상실되었지만, 이 장소는 역사적 교육과 기억을 위한 공간으로 보존되고 있습니다. 방문객들은 이곳에서 한국의 근대사 및 인권 문제에 대한 이해를 높일 수 있으며, 당시의 건물과 유적을 통해 그 시대의 분위기를 느껴볼 수 있습니다. 옛 대전형무소는 역사의 아픔을 기억하고 미래를 위한 교훈을 얻을 수 있는 중요한 장소입니다. 방문 시, 이러한 역사적 배경과 의미를 염두에 두고 둘러보신다면 더 깊이 있는 여행이 될 것입니다.",36.3483423,127.4591986
